Date,Name,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Engagement,Leader Name,Engagement Group
2023-04-06,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.44,Ana Gomez,5
2023-04-10,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.1,Ana Gomez,5
2023-04-11,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.34,Ana Gomez,5
2023-04-12,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.14,Ana Gomez,5
2023-04-13,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.05,Ana Gomez,5
2023-04-14,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.5,Ana Gomez,5
2023-04-17,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.52,Ana Gomez,5
2023-04-18,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.47,Ana Gomez,5
2023-04-19,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.42,Ana Gomez,5
2023-04-20,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.34,Ana Gomez,5
2023-04-21,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.4,Ana Gomez,5
2023-04-24,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.11,Ana Gomez,5
2023-04-25,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.13,Ana Gomez,5
2023-04-26,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.23,Ana Gomez,5
2023-04-27,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.4,Ana Gomez,5
2023-04-28,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.05,Ana Gomez,5
2023-04-29,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.18,Ana Gomez,5
2023-05-02,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.17,Ana Gomez,5
2023-05-03,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.35,Ana Gomez,5
2023-05-04,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.19,Ana Gomez,5
2023-05-05,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.31,Ana Gomez,5
2023-05-06,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.13,Ana Gomez,5
2023-05-08,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.13,Ana Gomez,5
2023-05-09,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.43,Ana Gomez,5
2023-05-10,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.19,Ana Gomez,5
2023-05-11,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.08,Ana Gomez,5
2023-05-12,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.3,Ana Gomez,5
2023-05-13,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.22,Ana Gomez,5
2023-05-15,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.21,Ana Gomez,5
2023-05-16,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,4.44,Ana Gomez,5
2023-05-17,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.53,Ana Gomez,4
2023-05-18,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.98,Ana Gomez,5
2023-05-19,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.43,Ana Gomez,4
2023-05-20,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.38,Ana Gomez,4
2023-05-22,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.33,Ana Gomez,4
2023-05-23,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.28,Ana Gomez,3
2023-05-24,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.23,Ana Gomez,3
2023-05-25,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.18,Ana Gomez,3
2023-05-26,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.63,Ana Gomez,4
2023-05-27,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.08,Ana Gomez,3
2023-05-29,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.03,Ana Gomez,3
2023-05-30,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.98,Ana Gomez,3
2023-05-31,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.93,Ana Gomez,3
2023-06-01,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.88,Ana Gomez,2
2023-06-02,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.83,Ana Gomez,2
2023-06-03,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.28,Ana Gomez,3
2023-06-05,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.73,Ana Gomez,2
2023-06-06,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.68,Ana Gomez,2
2023-06-07,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.63,Ana Gomez,2
2023-06-08,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.58,Ana Gomez,2
2023-06-09,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.53,Ana Gomez,2
2023-06-10,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.48,Ana Gomez,2
2023-06-12,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.93,Ana Gomez,3
2023-06-13,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.38,Ana Gomez,1
2023-06-14,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.53,Ana Gomez,4
2023-06-15,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.98,Ana Gomez,5
2023-06-16,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.43,Ana Gomez,4
2023-06-17,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.38,Ana Gomez,4
2023-06-19,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.33,Ana Gomez,4
2023-06-20,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.28,Ana Gomez,3
2023-06-21,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.23,Ana Gomez,3
2023-06-22,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.18,Ana Gomez,3
2023-06-23,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.63,Ana Gomez,4
2023-06-24,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.08,Ana Gomez,3
2023-06-26,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,3.03,Ana Gomez,3
2023-06-27,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.98,Ana Gomez,3
2023-06-28,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.93,Ana Gomez,3
2023-06-29,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.88,Ana Gomez,2
2023-06-30,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GWI001,ATLINT,Breaking Badger,2.83,Ana Gomez,2
2023-01-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.57,Laura Leon,4
2023-01-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.39,Laura Leon,4
2023-01-04,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.03,Laura Leon,3
2023-01-05,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.6,Laura Leon,4
2023-01-06,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.5,Laura Leon,4
2023-01-09,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.27,Laura Leon,3
2023-01-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.85,Laura Leon,2
2023-01-11,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.31,Laura Leon,4
2023-01-12,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.65,Laura Leon,4
2023-01-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.58,Laura Leon,4
2023-01-16,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.66,Laura Leon,4
2023-01-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.73,Laura Leon,2
2023-01-18,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.54,Laura Leon,4
2023-01-19,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.32,Laura Leon,4
2023-01-20,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.41,Laura Leon,4
2023-01-23,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,0.0,Laura Leon,0
2023-01-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,0.0,Laura Leon,0
2023-01-25,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.6,Laura Leon,2
2023-01-26,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.68,Laura Leon,2
2023-01-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.17,Laura Leon,1
2023-01-30,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.65,Laura Leon,2
2023-01-31,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.65,Laura Leon,2
2023-02-01,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.46,Valeria Diaz,2
2023-02-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.81,Valeria Diaz,1
2023-02-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.81,Valeria Diaz,1
2023-02-07,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.6,Valeria Diaz,2
2023-02-08,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.21,Valeria Diaz,1
2023-02-09,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.86,Valeria Diaz,1
2023-02-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.15,Valeria Diaz,1
2023-02-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.11,Valeria Diaz,1
2023-02-14,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.63,Valeria Diaz,2
2023-02-15,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.89,Valeria Diaz,1
2023-02-16,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.85,Valeria Diaz,1
2023-02-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.4,Valeria Diaz,1
2023-02-20,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.73,Valeria Diaz,1
2023-02-21,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.22,Valeria Diaz,1
2023-02-22,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,0.0,Valeria Diaz,0
2023-02-23,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,0.0,Valeria Diaz,0
2023-02-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.58,Valeria Diaz,4
2023-02-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.24,Valeria Diaz,3
2023-02-28,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.01,Valeria Diaz,3
2023-03-01,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.73,Ana Gomez,2
2023-03-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.01,Ana Gomez,3
2023-03-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.73,Ana Gomez,2
2023-03-06,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.38,Ana Gomez,4
2023-03-07,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.37,Ana Gomez,4
2023-03-08,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.26,Ana Gomez,3
2023-03-09,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.34,Ana Gomez,4
2023-03-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.86,Ana Gomez,2
2023-03-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,0.0,Ana Gomez,0
2023-03-14,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.41,Ana Gomez,1
2023-03-15,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.99,Ana Gomez,1
2023-03-16,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.69,Ana Gomez,2
2023-03-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.43,Ana Gomez,1
2023-03-21,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.78,Ana Gomez,1
2023-03-22,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.94,Ana Gomez,1
2023-03-23,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.0,Ana Gomez,1
2023-03-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.48,Ana Gomez,2
2023-03-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.16,Ana Gomez,1
2023-03-28,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.07,Ana Gomez,1
2023-03-29,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.09,Ana Gomez,1
2023-03-30,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.45,Ana Gomez,2
2023-03-31,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.34,Ana Gomez,1
2023-04-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.96,Ana Gomez,1
2023-04-04,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.18,Ana Gomez,1
2023-04-05,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.49,Ana Gomez,2
2023-04-06,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,0.0,Ana Gomez,0
2023-04-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.32,Ana Gomez,4
2023-04-11,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.88,Ana Gomez,2
2023-04-12,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.48,Ana Gomez,4
2023-04-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.75,Ana Gomez,2
2023-04-14,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.6,Ana Gomez,4
2023-04-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.64,Ana Gomez,4
2023-04-18,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.37,Ana Gomez,4
2023-04-19,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.1,Ana Gomez,3
2023-04-20,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.89,Ana Gomez,3
2023-04-21,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.45,Ana Gomez,4
2023-04-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.44,Ana Gomez,4
2023-04-25,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.18,Ana Gomez,3
2023-04-26,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.1,Ana Gomez,3
2023-04-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.97,Ana Gomez,3
2023-04-28,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.08,Ana Gomez,3
2023-04-29,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.54,Ana Gomez,4
2023-05-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.94,Ana Gomez,3
2023-05-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.9,Ana Gomez,3
2023-05-04,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.18,Ana Gomez,3
2023-05-05,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.22,Ana Gomez,3
2023-05-06,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.58,Ana Gomez,4
2023-05-08,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.8,Ana Gomez,2
2023-05-09,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.56,Ana Gomez,4
2023-05-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.99,Ana Gomez,3
2023-05-11,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.58,Ana Gomez,4
2023-05-12,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.15,Ana Gomez,3
2023-05-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,3.13,Ana Gomez,3
2023-05-15,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,0.0,Ana Gomez,0
2023-05-16,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.4,Ana Gomez,1
2023-05-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.43,Ana Gomez,1
2023-05-18,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.14,Ana Gomez,1
2023-05-19,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.97,Ana Gomez,1
2023-05-20,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.42,Ana Gomez,1
2023-05-22,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.97,Ana Gomez,1
2023-05-23,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.98,Ana Gomez,1
2023-05-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.29,Ana Gomez,1
2023-05-25,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.91,Ana Gomez,1
2023-05-26,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.28,Ana Gomez,1
2023-05-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.09,Ana Gomez,1
2023-05-29,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,1.74,Ana Gomez,1
2023-05-30,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.11,Ana Gomez,1
2023-05-31,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.25,Ana Gomez,1
2023-06-01,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.11,Ana Gomez,1
2023-06-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GWI001,ATLINT,Breaking Badger,2.65,Ana Gomez,2
